TS_LOAD,SYS_DESC,VEH_SER_NO,OPR_NAME
9-Mar-17,Cab Conveyer,ARS065,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,ARS065,Cab Upload
9-Mar-17,STVMS Tracking Chassis Start,KFN372,Chassis Start
9-Mar-17,Assembly Line Tracker,EBL860,Pool 13 Start
9-Mar-17,Assembly Line Tracker,IOU412,Pool 60 Start
9-Mar-17,Assembly Line Tracker,FHU982,Pool 60 Start
9-Mar-17,U-BOLT,KNR831,Front U-Bolt
9-Mar-17,Cab Conveyer,EZQ530,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,EZQ530,Cab Upload
9-Mar-17,STVMS Tracking Top Station,EBL860,Top Station
9-Mar-17,U-BOLT,KNR831,Rear U-Bolt
9-Mar-17,Assembly Line Tracker,EBL860,Pool 60 Start
9-Mar-17,Cab call scan,DPL397,A Line
9-Mar-17,U-BOLT,SYV137,Front U-Bolt
9-Mar-17,U-BOLT,SYV137,Rear U-Bolt
9-Mar-17,STVMS Tracking Chassis Start,DPH631,Chassis Start
9-Mar-17,Cab Conveyer,TZO690,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,TZO690,Cab Upload
9-Mar-17,U-BOLT,ZVI392,Front U-Bolt
9-Mar-17,U-BOLT,ZVI392,Rear U-Bolt
9-Mar-17,Cab in white conveyer,GWC415,CIW upload
9-Mar-17,Paint Inspection,YWI795,PAINT
9-Mar-17,Cab in white conveyer,LCQ598,CIW upload
9-Mar-17,Cab in white conveyer,HOJ276,CIW upload
9-Mar-17,Cab in white conveyer,KIA624,CIW upload
9-Mar-17,Paint Inspection,GJK683,PAINT
9-Mar-17,Paint Inspection,EVB234,PAINT
9-Mar-17,Cab in white conveyer,YHP863,CIW upload
9-Mar-17,Cab in white conveyer,SEU602,CIW upload
9-Mar-17,Paint Inspection,YCU023,PAINT
9-Mar-17,Cab in white conveyer,EZV240,CIW upload
9-Mar-17,Cab in white conveyer,HTV792,CIW upload
9-Mar-17,Paint Inspection,ADQ781,PAINT
9-Mar-17,Paint Inspection,QLV652,PAINT
9-Mar-17,Cab in white conveyer,MGR987,CIW upload
9-Mar-17,Cab in white conveyer,HXT823,CIW upload
9-Mar-17,Paint Inspection,RBT219,PAINT
9-Mar-17,Paint Inspection,EQD264,PAINT
9-Mar-17,Cab in white conveyer,SNU912,CIW upload
9-Mar-17,Paint Inspection,YXF326,PAINT
9-Mar-17,Cab in white conveyer,CFO213,CIW upload
9-Mar-17,Paint Inspection,HMS840,PAINT
9-Mar-17,Cab in white conveyer,XET976,CIW upload
9-Mar-17,Cab Call Scan,UWT728,B Line
9-Mar-17,OMT Offline Tracking,TEP325,Enter Offline
9-Mar-17,Cab in white conveyer,TXR569,CIW upload
9-Mar-17,Paint Inspection,IXT460,PAINT
9-Mar-17,OMT Offline Tracking,TRL028,Enter Offline
9-Mar-17,Assembly Line Tracker,KFN372,Pool 13 Start
9-Mar-17,Assembly Line Tracker,AHN391,Pool 13 Start
9-Mar-17,Hood Conveyor,AGU058,Hood Upload
9-Mar-17,Cab call scan,ICB356,A Line
9-Mar-17,Cab Conveyer,LED479,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,LED479,Cab Upload
9-Mar-17,STVMS Tracking Chassis Start,MPO083,Chassis Start
9-Mar-17,Hood Conveyor,QZH295,Hood Upload
9-Mar-17,Assembly Line Tracker,DPH631,Pool 13 Start
9-Mar-17,U-BOLT,LGO801,Front U-Bolt
9-Mar-17,Cab in white conveyer,IGW482,CIW upload
9-Mar-17,OMT Offline Tracking,KFN372,Enter Offline
9-Mar-17,U-BOLT,MAU864,Rear U-Bolt
9-Mar-17,U-BOLT,WBR310,Front U-Bolt
9-Mar-17,OMT Offline Tracking,AHN391,Enter Offline
9-Mar-17,Cab call scan,IXT460,A Line
9-Mar-17,Cab Conveyer,ADQ781,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,ADQ781,Cab Upload
9-Mar-17,Assembly Line Tracker,TBP914,Pool 13 Start
9-Mar-17,Assembly Line Tracker,EBM074,Pool 13 Start
9-Mar-17,U-BOLT,WBR310,Rear U-Bolt
9-Mar-17,Cab Conveyer,GJK683,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,GJK683,Cab Upload
9-Mar-17,OMT Offline Tracking,MPO083,Enter Offline
9-Mar-17,U-BOLT,LPU731,Front U-Bolt
9-Mar-17,Assembly Line Tracker,YRW680,Pool 13 Start
9-Mar-17,Assembly Line Tracker,XJI184,Pool 13 Start
9-Mar-17,Cab in white conveyer,YAM792,CIW upload
9-Mar-17,Cab Call Scan,SPF970,B Line
9-Mar-17,Cab Conveyer,YXF326,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,YXF326,Cab Upload
9-Mar-17,Paint Inspection,XPQ906,PAINT
9-Mar-17,OMT Offline Tracking,DPH631,Enter Offline
9-Mar-17,U-BOLT,SFZ186,Front U-Bolt
9-Mar-17,Cab call scan,DJZ516,A Line
9-Mar-17,U-BOLT,SFZ186,Rear U-Bolt
9-Mar-17,Cab in white conveyer,XQJ175,CIW upload
9-Mar-17,Cab Conveyer,HMS840,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,HMS840,Cab Upload
9-Mar-17,STVMS Tracking Chassis Start,YRW680,Chassis Start
9-Mar-17,STVMS Tracking Chassis Start,TEK452,Chassis Start
9-Mar-17,STVMS Tracking Chassis Start,GTO457,Chassis Start
9-Mar-17,STVMS Tracking Chassis Start,YBP783,Chassis Start
9-Mar-17,U-BOLT,PWR481,Front U-Bolt
9-Mar-17,Cab in white conveyer,AXB124,CIW upload
9-Mar-17,Cab in white conveyer,NEH310,CIW upload
9-Mar-17,Cab Conveyer,RBT219,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,RBT219,Cab Upload
9-Mar-17,Cab call scan,JYZ708,A Line
9-Mar-17,OMT Offline Tracking,SPI314,Enter Offline
9-Mar-17,Paint Inspection,JCV863,PAINT
9-Mar-17,Cab Call Scan,KLN307,B Line
9-Mar-17,Cab Conveyer,IXT460,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,IXT460,Cab Upload
9-Mar-17,Cab in white conveyer,WTZ176,CIW upload
9-Mar-17,Hood Conveyor,XPQ906,Hood Upload
9-Mar-17,Cab Conveyer,YKN950,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,YKN950,Cab Upload
9-Mar-17,Paint Inspection,CNE620,PAINT
9-Mar-17,Hood Conveyor,FWS327,Hood Upload
9-Mar-17,Paint Inspection,DAJ581,PAINT
9-Mar-17,OMT Offline Tracking,LER634,Enter Offline
9-Mar-17,Paint Inspection,CRN086,PAINT
9-Mar-17,OMT Offline Tracking,SEK173,Enter Offline
9-Mar-17,OMT Offline Tracking,SEK173,Sold
9-Mar-17,Paint Inspection,PVO367,PAINT
9-Mar-17,STVMS Tracking Chassis Start,ATG468,Chassis Start
9-Mar-17,STVMS Tracking Chassis Start,GZC132,Chassis Start
9-Mar-17,Cab call scan,VFX591,A Line
9-Mar-17,Hood Conveyor,UXJ427,Hood Upload
9-Mar-17,STVMS Tracking Top Station,XWK825,Top Station
9-Mar-17,Assembly Line Tracker,OTS758,Pool 60 Start
9-Mar-17,OMT Offline Tracking,YPV702,Enter Offline
9-Mar-17,Assembly Line Tracker,XWK825,Pool 60 Start
9-Mar-17,Assembly Line Tracker,JYL728,Pool 60 Start
9-Mar-17,STVMS Tracking Top Station,KSP816,Top Station
9-Mar-17,Assembly Line Tracker,UBJ603,Pool 60 Start
9-Mar-17,Assembly Line Tracker,KSP816,Pool 60 Start
9-Mar-17,Assembly Line Tracker,GPJ498,Pool 60 Start
9-Mar-17,Assembly Line Tracker,DVM139,Pool 60 Start
9-Mar-17,Assembly Line Tracker,TYA561,Pool 60 Start
9-Mar-17,Assembly Line Tracker,WBH162,Pool 60 Start
9-Mar-17,Assembly Line Tracker,CQU695,Pool 60 Start
9-Mar-17,Assembly Line Tracker,USD901,Pool 60 Start
9-Mar-17,Assembly Line Tracker,OSR174,Pool 60 Start
9-Mar-17,Assembly Line Tracker,SIW958,Pool 60 Start
9-Mar-17,Assembly Line Tracker,LEA891,Pool 60 Start
9-Mar-17,Cab Conveyer,TQL981,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,TQL981,Cab Upload
9-Mar-17,Cab Call Scan,XGW598,B Line
9-Mar-17,Hood Conveyor,UHP854,Hood Upload
9-Mar-17,Assembly Line Tracker,PGY640,Pool 13 Start
9-Mar-17,Cab in white conveyer,QMA357,CIW upload
9-Mar-17,Cab call scan,CNZ205,A Line
9-Mar-17,U-BOLT,YTP390,Front U-Bolt
9-Mar-17,Cab Conveyer,KQN543,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,KQN543,Cab Upload
9-Mar-17,OMT Offline Tracking,QME682,Enter Offline
9-Mar-17,OMT Offline Tracking,QME682,Sold
9-Mar-17,Paint Inspection,TUQ327,PAINT
9-Mar-17,Cab in white conveyer,ERC382,CIW upload
9-Mar-17,OMT Offline Tracking,SGN329,Enter Offline
9-Mar-17,Cab in white conveyer,GQV369,CIW upload
9-Mar-17,Assembly Line Tracker,FIX581,Pool 13 Start
9-Mar-17,Hood Conveyor,CSM507,Hood Upload
9-Mar-17,STVMS Tracking Chassis Start,FIX581,Chassis Start
9-Mar-17,STVMS Tracking Chassis Start,UHP854,Chassis Start
9-Mar-17,Cab Call Scan,MQH836,B Line
9-Mar-17,STVMS Tracking Chassis Start,CSM507,Chassis Start
9-Mar-17,Assembly Line Tracker,UHP854,Pool 13 Start
9-Mar-17,Hood Conveyor,MGF879,Hood Upload
9-Mar-17,Cab call scan,HRY673,A Line
9-Mar-17,Cab in white conveyer,QZB271,CIW upload
9-Mar-17,Cab Conveyer,HMX073,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,HMX073,Cab Upload
9-Mar-17,Paint Inspection,BIP389,PAINT
9-Mar-17,OMT Offline Tracking,FTO836,Enter Offline
9-Mar-17,U-BOLT,SOU593,Front U-Bolt
9-Mar-17,Hood Conveyor,PRA475,Hood Upload
9-Mar-17,STVMS Tracking Chassis Start,MGF879,Chassis Start
9-Mar-17,Cab in white conveyer,RHX208,CIW upload
9-Mar-17,OMT Offline Tracking,HMX073,Enter Offline
9-Mar-17,U-BOLT,IXM739,Front U-Bolt
9-Mar-17,Assembly Line Tracker,MGF879,Pool 13 Start
9-Mar-17,Cab Conveyer,XGW598,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,XGW598,Cab Upload
9-Mar-17,Assembly Line Tracker,CSM507,Pool 13 Start
9-Mar-17,Cab Call Scan,MRI015,B Line
9-Mar-17,Cab in white conveyer,WRT608,CIW upload
9-Mar-17,Cab call scan,AKC912,A Line
9-Mar-17,Assembly Line Tracker,RQJ940,Pool 60 Start
9-Mar-17,Assembly Line Tracker,LOF143,Pool 60 Start
9-Mar-17,Assembly Line Tracker,CJQ075,Pool 60 Start
9-Mar-17,Assembly Line Tracker,DZO637,Pool 60 Start
9-Mar-17,Assembly Line Tracker,CSW718,Pool 13 Start
9-Mar-17,Assembly Line Tracker,USH564,Pool 60 Start
9-Mar-17,Assembly Line Tracker,MHU637,Pool 60 Start
9-Mar-17,Assembly Line Tracker,ZPW452,Pool 60 Start
9-Mar-17,Cab in white conveyer,FPI264,CIW upload
9-Mar-17,STVMS Tracking Chassis Start,CSW718,Chassis Start
9-Mar-17,Hood Conveyor,CSW718,Hood Upload
9-Mar-17,Cab Conveyer,LEA891,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,LEA891,Cab Upload
9-Mar-17,Cab Conveyer,JPU485,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,JPU485,Cab Upload
9-Mar-17,OMT Offline Tracking,EJO928,Enter Offline
9-Mar-17,OMT Offline Tracking,EJO928,Sold
9-Mar-17,Cab in white conveyer,SPI314,CIW upload
9-Mar-17,Cab call scan,CQU695,A Line
9-Mar-17,U-BOLT,YHB831,Front U-Bolt
9-Mar-17,Assembly Line Tracker,ZPW452,Pool 13 Start
9-Mar-17,Cab Conveyer,SIW958,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,SIW958,Cab Upload
9-Mar-17,OMT Offline Tracking,MVW427,Enter Offline
9-Mar-17,STVMS Tracking Chassis Start,ZPW452,Chassis Start
9-Mar-17,Cab in white conveyer,AGU058,CIW upload
9-Mar-17,Assembly Line Tracker,MHU637,Pool 13 Start
9-Mar-17,U-BOLT,XLW275,Rear U-Bolt
9-Mar-17,U-BOLT,XLW275,Front U-Bolt
9-Mar-17,Paint Inspection,DZO637,PAINT
9-Mar-17,STVMS Tracking Chassis Start,MHU637,Chassis Start
9-Mar-17,Paint Inspection,CJQ075,PAINT
9-Mar-17,Cab in white conveyer,QZH295,CIW upload
9-Mar-17,Cab Call Scan,WBH162,B Line
9-Mar-17,OMT Offline Tracking,AMZ845,Enter Offline
9-Mar-17,U-BOLT,WTB963,Front U-Bolt
9-Mar-17,Assembly Line Tracker,USH564,Pool 13 Start
9-Mar-17,STVMS Tracking Chassis Start,USH564,Chassis Start
9-Mar-17,Cab Conveyer,OSR174,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,OSR174,Cab Upload
9-Mar-17,Paint Inspection,RQJ940,PAINT
9-Mar-17,Cab in white conveyer,SEK173,CIW upload
9-Mar-17,Assembly Line Tracker,DZO637,Pool 13 Start
9-Mar-17,OMT Offline Tracking,HQD748,Enter Offline
9-Mar-17,STVMS Tracking Top Station,EUZ386,Top Station
9-Mar-17,STVMS Tracking Top Station,TMZ629,Top Station
9-Mar-17,STVMS Tracking Top Station,SNI285,Top Station
9-Mar-17,STVMS Tracking Top Station,PMN417,Top Station
9-Mar-17,STVMS Tracking Top Station,ZDI213,Top Station
9-Mar-17,STVMS Tracking Top Station,ALE837,Top Station
9-Mar-17,STVMS Tracking Top Station,WQB451,Top Station
9-Mar-17,STVMS Tracking Top Station,KMA503,Top Station
9-Mar-17,STVMS Tracking Top Station,KSX968,Top Station
9-Mar-17,Cab Conveyer,USD901,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,USD901,Cab Upload
9-Mar-17,STVMS Tracking Top Station,TFX540,Top Station
9-Mar-17,Paint Inspection,LOF143,PAINT
9-Mar-17,U-BOLT,WTB963,Rear U-Bolt
9-Mar-17,Assembly Line Tracker,TFX540,Pool 60 Start
9-Mar-17,Assembly Line Tracker,KSX968,Pool 60 Start
9-Mar-17,Assembly Line Tracker,KMA503,Pool 60 Start
9-Mar-17,Assembly Line Tracker,WQB451,Pool 60 Start
9-Mar-17,Assembly Line Tracker,ALE837,Pool 60 Start
9-Mar-17,Assembly Line Tracker,ZDI213,Pool 60 Start
9-Mar-17,Assembly Line Tracker,PMN417,Pool 60 Start
9-Mar-17,Assembly Line Tracker,SNI285,Pool 60 Start
9-Mar-17,Assembly Line Tracker,TMZ629,Pool 60 Start
9-Mar-17,Assembly Line Tracker,EUZ386,Pool 60 Start
9-Mar-17,Assembly Line Tracker,CJQ075,Pool 13 Start
9-Mar-17,U-BOLT,INW067,Front U-Bolt
9-Mar-17,OMT Offline Tracking,VQD376,Enter Offline
9-Mar-17,Cab Conveyer,CQU695,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,CQU695,Cab Upload
9-Mar-17,Cab Call Scan,TYA561,B Line
9-Mar-17,Cab Call Scan,GPJ498,B Line
9-Mar-17,U-BOLT,INW067,Rear U-Bolt
9-Mar-17,Cab in white conveyer,TRJ645,CIW upload
9-Mar-17,STVMS Tracking Chassis Start,DZO637,Chassis Start
9-Mar-17,Cab call scan,DVM139,A Line
9-Mar-17,Paint Inspection,JCM567,PAINT
9-Mar-17,U-BOLT,NKM173,Front U-Bolt
9-Mar-17,Cab in white conveyer,CSV482,CIW upload
9-Mar-17,STVMS Tracking Chassis Start,CJQ075,Chassis Start
9-Mar-17,OMT Offline Tracking,QJP284,Enter Offline
9-Mar-17,U-BOLT,JOM027,Front U-Bolt
9-Mar-17,OMT Offline Tracking,ZHB578,Enter Offline
9-Mar-17,Assembly Line Tracker,LOF143,Pool 13 Start
9-Mar-17,U-BOLT,JOM027,Rear U-Bolt
9-Mar-17,Paint Inspection,GFM783,PAINT
9-Mar-17,Cab in white conveyer,NHZ581,CIW upload
9-Mar-17,STVMS Tracking Chassis Start,LOF143,Chassis Start
9-Mar-17,Cab Conveyer,WBH162,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,WBH162,Cab Upload
9-Mar-17,Cab call scan,UBJ603,A Line
9-Mar-17,Assembly Line Tracker,RQJ940,Pool 13 Start
9-Mar-17,U-BOLT,AJF195,Rear U-Bolt
9-Mar-17,OMT Offline Tracking,PGY640,Enter Offline
9-Mar-17,Cab in white conveyer,YZU059,CIW upload
9-Mar-17,STVMS Tracking Chassis Start,RQJ940,Chassis Start
9-Mar-17,Cab Conveyer,TYA561,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,TYA561,Cab Upload
9-Mar-17,U-BOLT,DZV145,Front U-Bolt
9-Mar-17,U-BOLT,DZV145,Rear U-Bolt
9-Mar-17,Cab in white conveyer,FZA809,CIW upload
9-Mar-17,Hood Conveyor,ZPW452,Hood Upload
9-Mar-17,Paint Inspection,EUZ386,PAINT
9-Mar-17,Cab Conveyer,DVM139,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,DVM139,Cab Upload
9-Mar-17,STVMS Tracking Chassis Start,JCM567,Chassis Start
9-Mar-17,Hood Conveyor,MHU637,Hood Upload
9-Mar-17,Paint Inspection,TMZ629,PAINT
9-Mar-17,Cab call scan,OTS758,A Line
9-Mar-17,Cab Call Scan,JYL728,B Line
9-Mar-17,Cab in white conveyer,APZ612,CIW upload
9-Mar-17,U-BOLT,UBZ174,Front U-Bolt
9-Mar-17,Hood Conveyor,USH564,Hood Upload
9-Mar-17,STVMS Tracking Chassis Start,GFM783,Chassis Start
9-Mar-17,Assembly Line Tracker,EUZ386,Pool 13 Start
9-Mar-17,Assembly Line Tracker,GFM783,Pool 13 Start
9-Mar-17,Assembly Line Tracker,JCM567,Pool 13 Start
9-Mar-17,Cab Conveyer,GPJ498,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,GPJ498,Cab Upload
9-Mar-17,OMT Offline Tracking,UHP854,Enter Offline
9-Mar-17,Cab in white conveyer,YWI795,CIW upload
9-Mar-17,OMT Offline Tracking,FIX581,Enter Offline
9-Mar-17,U-BOLT,PMG926,Front U-Bolt
9-Mar-17,Hood Conveyor,DZO637,Hood Upload
9-Mar-17,Cab Conveyer,UBJ603,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,UBJ603,Cab Upload
9-Mar-17,Paint Inspection,SNI285,PAINT
9-Mar-17,U-BOLT,PMG926,Rear U-Bolt
9-Mar-17,Hood Conveyor,LOF143,Hood Upload
9-Mar-17,STVMS Tracking Chassis Start,EUZ386,Chassis Start
9-Mar-17,Cab in white conveyer,EVB234,CIW upload
9-Mar-17,Cab Call Scan,NUR218,B Line
9-Mar-17,Cab call scan,XWK825,A Line
9-Mar-17,U-BOLT,GOB710,Front U-Bolt
9-Mar-17,OMT Offline Tracking,MGF879,Enter Offline
9-Mar-17,Cab Conveyer,JYL728,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,JYL728,Cab Upload
9-Mar-17,Assembly Line Tracker,TMZ629,Pool 13 Start
9-Mar-17,STVMS Tracking Chassis Start,TMZ629,Chassis Start
9-Mar-17,Cab in white conveyer,QRM025,CIW upload
9-Mar-17,U-BOLT,QDR380,Front U-Bolt
9-Mar-17,Cab in white conveyer,DCV243,CIW upload
9-Mar-17,Assembly Line Tracker,SNI285,Pool 13 Start
9-Mar-17,Paint Inspection,PMN417,PAINT
9-Mar-17,STVMS Tracking Chassis Start,SNI285,Chassis Start
9-Mar-17,OMT Offline Tracking,CSM507,Enter Offline
9-Mar-17,OMT Offline Tracking,CSM507,Sold
9-Mar-17,Paint Inspection,ZDI213,PAINT
9-Mar-17,U-BOLT,CSW718,Front U-Bolt
9-Mar-17,Cab Call Scan,KSP816,B Line
9-Mar-17,U-BOLT,CSW718,Rear U-Bolt
9-Mar-17,Cab Conveyer,OTS758,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,OTS758,Cab Upload
9-Mar-17,Cab Call Scan,LVP764,B Line
9-Mar-17,Cab in white conveyer,YCU023,CIW upload
9-Mar-17,Cab call scan,OTX594,A Line
9-Mar-17,Paint Inspection,WQB451,PAINT
9-Mar-17,STVMS Tracking Chassis Start,PMN417,Chassis Start
9-Mar-17,Paint Inspection,ALE837,PAINT
9-Mar-17,Cab in white conveyer,QLV652,CIW upload
9-Mar-17,Cab Conveyer,NUR218,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,NUR218,Cab Upload
9-Mar-17,U-BOLT,ZPW452,Front U-Bolt
9-Mar-17,OMT Offline Tracking,PRA475,Enter Offline
9-Mar-17,OMT Offline Tracking,QFW209,Enter Offline
9-Mar-17,Assembly Line Tracker,ZDI213,Pool 13 Start
9-Mar-17,Assembly Line Tracker,PMN417,Pool 13 Start
9-Mar-17,Cab in white conveyer,ADQ781,CIW upload
9-Mar-17,Assembly Line Tracker,GSF615,Pool 60 Start
9-Mar-17,Assembly Line Tracker,QPC953,Pool 13 Start
9-Mar-17,Assembly Line Tracker,OWH831,Pool 13 Start
9-Mar-17,Cab in white conveyer,GZC132,CIW upload
9-Mar-17,Hood Conveyor,VFR160,Hood Upload
9-Mar-17,Paint Inspection,FHU982,PAINT
9-Mar-17,Cab Call Scan,GQV369,B Line
9-Mar-17,U-BOLT,ARS065,Rear U-Bolt
9-Mar-17,STVMS Tracking Top Station,OWH831,Top Station
9-Mar-17,Assembly Line Tracker,OWH831,Pool 60 Start
9-Mar-17,Cab Conveyer,NKE126,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,NKE126,Cab Upload
9-Mar-17,Cab in white conveyer,ETS067,CIW upload
9-Mar-17,OMT Offline Tracking,QDR380,Enter Offline
9-Mar-17,U-BOLT,TZO690,Rear U-Bolt
9-Mar-17,Hood Conveyor,ZKY831,Hood Upload
9-Mar-17,Cab Conveyer,FMU279,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,FMU279,Cab Upload
9-Mar-17,Cab call scan,QZB271,A Line
9-Mar-17,STVMS Tracking Top Station,QPC953,Top Station
9-Mar-17,STVMS Tracking Chassis Start,SYA283,Chassis Start
9-Mar-17,STVMS Tracking Chassis Start,PVZ436,Chassis Start
9-Mar-17,Cab Conveyer,QMA357,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,QMA357,Cab Upload
9-Mar-17,Hood Conveyor,AYO527,Hood Upload
9-Mar-17,U-BOLT,QBR938,Front U-Bolt
9-Mar-17,Cab Call Scan,YGL283,B Line
9-Mar-17,Assembly Line Tracker,PVZ436,Pool 13 Start
9-Mar-17,Assembly Line Tracker,SYA283,Pool 13 Start
9-Mar-17,Assembly Line Tracker,QPC953,Pool 60 Start
9-Mar-17,Hood Conveyor,KNR831,Hood Upload
9-Mar-17,STVMS Tracking Top Station,SYA283,Top Station
9-Mar-17,Paint Inspection,YCR723,PAINT
9-Mar-17,Assembly Line Tracker,SYA283,Pool 60 Start
9-Mar-17,OMT Offline Tracking,MHU637,Enter Offline
9-Mar-17,OMT Offline Tracking,MHU637,Sold
9-Mar-17,Cab call scan,RHX208,A Line
9-Mar-17,Hood Conveyor,SYV137,Hood Upload
9-Mar-17,Paint Inspection,AHN391,PAINT
9-Mar-17,Cab Conveyer,ERC382,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,ERC382,Cab Upload
9-Mar-17,STVMS Tracking Chassis Start,JKZ317,Chassis Start
9-Mar-17,Cab in white conveyer,FWS327,CIW upload
9-Mar-17,STVMS Tracking Top Station,PVZ436,Top Station
9-Mar-17,Hood Conveyor,ZVI392,Hood Upload
9-Mar-17,Cab Call Scan,WRT608,B Line
9-Mar-17,U-BOLT,LED479,Front U-Bolt
9-Mar-17,Assembly Line Tracker,PVZ436,Pool 60 Start
9-Mar-17,Assembly Line Tracker,JKZ317,Pool 13 Start
9-Mar-17,Hood Conveyor,LGO801,Hood Upload
9-Mar-17,OMT Offline Tracking,DZO637,Enter Offline
9-Mar-17,U-BOLT,YBJ023,Front U-Bolt
9-Mar-17,OMT Offline Tracking,CJQ075,Enter Offline
9-Mar-17,STVMS Tracking Top Station,JKZ317,Top Station
9-Mar-17,OMT Offline Tracking,USH564,Enter Offline
9-Mar-17,Cab Conveyer,GQV369,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,GQV369,Cab Upload
9-Mar-17,Assembly Line Tracker,JKZ317,Pool 60 Start
9-Mar-17,Paint Inspection,KFN372,PAINT
9-Mar-17,Cab in white conveyer,UXJ427,CIW upload
9-Mar-17,Cab call scan,NUX358,A Line
9-Mar-17,Hood Conveyor,FTI824,Hood Upload
9-Mar-17,STVMS Tracking Top Station,VFR160,Top Station
9-Mar-17,Assembly Line Tracker,VFR160,Pool 60 Start
9-Mar-17,Cab Call Scan,BIP389,B Line
9-Mar-17,Hood Conveyor,VCM016,Hood Upload
9-Mar-17,Cab Conveyer,QZB271,Cab Upload 2
9-Mar-17,Cab Conveyor / Monorail,QZB271,Cab Upload
9-Mar-17,Paint Inspection,EBL860,PAINT
10-Mar-17,Cab Conveyer,JDY852,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,JDY852,Cab Upload
10-Mar-17,Paint Inspection,MRI015,PAINT
10-Mar-17,OMT Offline Tracking,KHN863,Enter Offline
10-Mar-17,OMT Offline Tracking,QFB620,Enter Offline
10-Mar-17,Assembly Line Tracker,CSD174,Pool 13 Start
10-Mar-17,U-BOLT,DFZ024,Front U-Bolt
10-Mar-17,Cab Call Scan,TNY179,B Line
10-Mar-17,Hood Conveyor,KQN543,Hood Upload
10-Mar-17,Cab Conveyer,XYI250,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,XYI250,Cab Upload
10-Mar-17,Hood Conveyor,XGW598,Hood Upload
10-Mar-17,Cab call scan,PYH561,A Line
10-Mar-17,Assembly Line Tracker,JYI091,Pool 13 Start
10-Mar-17,Paint Inspection,YGL283,PAINT
10-Mar-17,Assembly Line Tracker,TPD286,Pool 13 Start
10-Mar-17,U-BOLT,EQK798,Front U-Bolt
10-Mar-17,Cab Call Scan,EPB160,B Line
10-Mar-17,OMT Offline Tracking,QMF308,Enter Offline
10-Mar-17,Paint Inspection,AKC912,PAINT
10-Mar-17,STVMS Tracking Chassis Start,RCF947,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,ALP937,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,CSD174,Chassis Start
10-Mar-17,Assembly Line Tracker,TQL981,Pool 13 Start
10-Mar-17,STVMS Tracking Chassis Start,TPD286,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,JYI091,Chassis Start
10-Mar-17,Hood Conveyor,YDL247,Hood Upload
10-Mar-17,U-BOLT,TGS974,Front U-Bolt
10-Mar-17,Hood Conveyor,CNZ205,Hood Upload
10-Mar-17,Cab Conveyer,BHK490,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,BHK490,Cab Upload
10-Mar-17,Cab Conveyer,UYZ958,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,UYZ958,Cab Upload
10-Mar-17,Cab call scan,LWK693,A Line
10-Mar-17,U-BOLT,GDU671,Front U-Bolt
10-Mar-17,OMT Offline Tracking,PSZ241,Enter Offline
10-Mar-17,OMT Offline Tracking,PSZ241,Sold
10-Mar-17,Hood Conveyor,MQH836,Hood Upload
10-Mar-17,Cab Conveyer,TNY179,Cab Upload 2
